Year,Rank,Country name,Ladder score,upperwhisker,lowerwhisker,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia + residual,"School enrollment, tertiary (% gross)","School enrollment, secondary (% gross)"
2023,143,Afghanistan,1.721,1.775,1.667,0.628,0.0,0.242,0.0,0.091,0.088,0.672,..,..
2022,137,Afghanistan,1.859,1.923,1.795,0.645,0.0,0.087,0.0,0.093,0.059,0.976,..,..
2021,146,Afghanistan,2.404,2.469,2.339,0.758,0.0,0.289,0.0,0.089,0.005,1.263,..,..
2020,150,Afghanistan,2.523,2.596,2.449,0.37,0.0,0.126,0.0,0.122,0.01,1.895,10.8584403991699,..
2019,153,Afghanistan,2.56690001487732,2.62827038764954,2.5055296421051,0.300705850124359,0.356433838605881,0.266051530838013,0.0,0.135234713554382,0.00122578535228968,1.50723564624786,..,..
2023,87,Albania,5.304,5.44,5.168,1.438,0.924,0.638,0.69,0.138,0.049,1.428,64.7293472290039,96.1368789672852
2022,83,Albania,5.277,5.406,5.148,1.449,0.951,0.48,0.549,0.133,0.037,1.678,62.6479187011719,97.3224716186523
2021,90,Albania,5.199,5.321,5.076,1.439,0.646,0.719,0.511,0.138,0.028,1.718,59.9698715209961,97.6650314331055
2020,94,Albania,5.117,5.234,5.001,1.008,0.529,0.646,0.491,0.168,0.024,2.25,61.5853004455566,95.9294509887695
2019,105,Albania,4.88269996643066,4.99268674850464,4.77271318435669,0.906653046607971,0.830483913421631,0.846329629421234,0.46194589138031,0.171027764678001,0.0253612846136093,1.64089703559875,61.4085083007812,99.0151519775391
2023,85,Algeria,5.364,5.476,5.251,1.324,1.191,0.568,0.247,0.091,0.2,1.743,55.5188903808594,102.7021484375
2022,81,Algeria,5.329,5.451,5.207,1.353,1.298,0.409,0.252,0.073,0.152,1.791,53.4012489318848,105.932548522949
2021,96,Algeria,5.122,5.215,5.03,1.363,0.97,0.643,0.146,0.106,0.15,1.744,54.2099914550781,..
2020,110,Algeria,4.887,4.991,4.783,0.946,0.765,0.552,0.119,0.144,0.12,2.242,53.6140289306641,..
2019,100,Algeria,5.00509977340698,5.09180212020874,4.91839742660522,0.943856000900269,1.14300358295441,0.745418548583984,0.0839437991380692,0.118915013968945,0.129190653562546,1.84081172943115,54.1856307983398,..
2023,48,Argentina,6.188,6.306,6.07,1.562,1.381,0.585,0.681,0.087,0.08,1.812,..,..
2022,52,Argentina,6.024,6.147,5.9,1.59,1.388,0.427,0.587,0.088,0.082,1.861,107.047912597656,115.434867858887
2021,57,Argentina,5.967,6.09,5.844,1.592,1.102,0.662,0.555,0.081,0.085,1.891,107.130661010742,116.559448242188
2020,58,Argentina,5.929,6.04,5.819,1.162,0.98,0.646,0.544,0.069,0.067,2.461,99.266227722168,112.416679382324
2019,55,Argentina,5.97469997406006,6.07944583892822,5.86995410919189,1.02846562862396,1.37254369258881,0.849773705005646,0.520840346813202,0.0701004713773727,0.0604150593280792,2.07254099845886,95.0775527954102,110.498527526855
2023,82,Armenia,5.455,5.56,5.35,1.444,1.154,0.603,0.65,0.051,0.173,1.379,61.1857986450195,95.1246490478516
2022,79,Armenia,5.342,5.47,5.213,1.466,1.134,0.443,0.551,0.053,0.16,1.534,59.8064498901367,96.8645629882812
2021,82,Armenia,5.399,5.519,5.278,1.434,0.82,0.668,0.558,0.054,0.21,1.654,58.7563095092773,97.3015594482422
2020,87,Armenia,5.283,5.397,5.168,0.996,0.758,0.585,0.54,0.079,0.198,2.127,53.3061294555664,94.89111328125
2019,116,Armenia,4.67679977416992,4.7916464805603,4.56195306777954,0.808262407779694,1.03457689285278,0.775857269763947,0.378075808286667,0.107225738465786,0.104618184268475,1.46816158294678,53.3068199157715,93.6171493530273
2023,10,Australia,7.057,7.141,6.973,1.854,1.461,0.692,0.756,0.225,0.323,1.745,..,..
2022,12,Australia,7.095,7.18,7.009,1.899,1.497,0.532,0.677,0.242,0.31,1.938,106.240760803223,133.277267456055
2021,12,Australia,7.162,7.244,7.081,1.9,1.203,0.772,0.676,0.258,0.341,2.011,112.688293457031,135.526565551758
2020,12,Australia,7.183,7.265,7.102,1.453,1.076,0.801,0.647,0.291,0.317,2.598,110.139221191406,137.490737915039
2019,12,Australia,7.22279977798462,7.30480813980103,7.14079141616821,1.31039643287659,1.47714626789093,1.02260768413544,0.621877193450928,0.324973613023758,0.33599641919136,2.1298041343689,109.759559631348,144.056564331055
2023,14,Austria,6.905,6.986,6.824,1.885,1.336,0.696,0.703,0.214,0.305,1.766,..,..
2022,11,Austria,7.097,7.176,7.018,1.927,1.382,0.535,0.63,0.191,0.31,2.124,94.5116882324219,101.458000183105
2021,11,Austria,7.163,7.237,7.089,1.931,1.165,0.774,0.623,0.193,0.329,2.148,93.940071105957,102.307662963867
2020,11,Austria,7.268,7.337,7.198,1.492,1.062,0.782,0.64,0.215,0.292,2.784,88.7071990966797,101.690559387207
2019,9,Austria,7.29419994354248,7.35959577560425,7.22880411148071,1.31728553771973,1.43744492530823,1.00093352794647,0.603368878364563,0.25550976395607,0.281256139278412,2.39844608306885,86.3234329223633,101.543632507324
2023,101,Azerbaijan,4.893,5.018,4.768,1.433,0.876,0.496,0.668,0.112,0.199,1.11,41.3907585144043,92.7589111328125
2021,92,Azerbaijan,5.173,5.265,5.082,1.458,1.093,0.56,0.601,0.023,0.341,1.098,39.0096015930176,91.4322891235352
2020,91,Azerbaijan,5.171,5.25,5.091,1.025,0.841,0.541,0.526,0.043,0.276,1.919,36.3854713439941,91.3968963623047
2019,89,Azerbaijan,5.16480016708374,5.23182678222656,5.09777355194092,0.990272700786591,1.18061304092407,0.731134057044983,0.467734724283218,0.0401132144033909,0.247307181358337,1.50763297080994,32.9221801757812,107.899871826172
2023,62,Bahrain,5.959,6.153,5.766,,,,,,,,71.9592971801758,99.7823333740234
2022,42,Bahrain,6.173,6.369,5.977,1.883,1.269,0.389,0.748,0.199,0.138,1.546,77.2444915771484,103.490966796875
2021,21,Bahrain,6.647,6.779,6.514,1.854,1.029,0.625,0.693,0.199,0.155,2.092,70.7630310058594,..
2020,23,Bahrain,6.647,6.779,6.514,1.409,0.899,0.662,0.661,0.246,0.139,2.631,56.6339988708496,..
2019,40,Bahrain,6.22730016708374,6.38778924942017,6.06681108474731,1.29669225215912,1.31532371044159,0.838836371898651,0.610399901866913,0.287453711032867,0.12669725716114,1.75191736221313,53.6918601989746,101.02108001709
2023,129,Bangladesh,3.886,3.994,3.778,1.122,0.249,0.513,0.775,0.14,0.167,0.919,23.7743072509766,71.4947068269712
2022,118,Bangladesh,4.282,4.416,4.148,1.133,0.513,0.355,0.617,0.139,0.165,1.361,22.8396492004395,71.8219832597133
2021,94,Bangladesh,5.155,5.262,5.049,1.06,0.614,0.581,0.622,0.125,0.187,1.967,23.40016746521,70.2933328560227
2020,102,Bangladesh,5.025,5.115,4.934,0.635,0.52,0.514,0.603,0.161,0.164,2.427,22.538854598999,69.0135708627668
2019,107,Bangladesh,4.83279991149902,4.91144323348999,4.75415658950806,0.556156277656555,0.868800580501556,0.694940507411957,0.604130566120148,0.176745116710663,0.176735907793045,1.75526189804077,22.8052139282227,67.2209189141778
2021,65,Belarus,5.821,5.95,5.693,1.562,1.157,0.629,0.342,0.04,0.282,1.811,73.9591369628906,95.2133865356445
2020,76,Belarus,5.534,5.625,5.442,1.124,1.007,0.56,0.326,0.07,0.199,2.247,76.8908920288086,95.0074691772461
2019,75,Belarus,5.5398998260498,5.6125373840332,5.46726226806641,1.01885449886322,1.38713932037354,0.75258857011795,0.290755867958069,0.0899330601096153,0.193607434630394,1.80699110031128,80.1720199584961,94.9205322265625
2023,16,Belgium,6.894,6.961,6.827,1.868,1.44,0.69,0.729,0.17,0.311,1.686,..,..
2022,17,Belgium,6.859,6.926,6.793,1.907,1.449,0.528,0.59,0.137,0.273,1.976,83.5736465454102,142.918075561523
2021,19,Belgium,6.805,6.89,6.72,1.907,1.106,0.764,0.492,0.049,0.204,2.283,82.6882019042969,143.163513183594
2020,21,Belgium,6.834,6.901,6.767,1.463,0.998,0.747,0.489,0.088,0.187,2.862,79.4996032714844,151.727508544922
2019,20,Belgium,6.86350011825562,6.93086624145508,6.79613399505615,1.29584276676178,1.39867758750916,0.964901149272919,0.499805420637131,0.146966159343719,0.208724051713943,2.34862661361694,79.3044815063477,156.635375976562
2023,116,Benin,4.377,4.51,4.245,0.914,0.128,0.284,0.567,0.112,0.252,2.121,..,..
2022,116,Benin,4.374,4.504,4.244,0.924,0.242,0.124,0.481,0.114,0.253,2.235,10.647970199585,45.3651695251465
2021,115,Benin,4.623,4.754,4.492,0.932,0.064,0.335,0.479,0.127,0.23,2.458,10.2315101623535,46.0770416259766
2020,100,Benin,5.045,5.189,4.901,0.507,0.058,0.196,0.457,0.166,0.178,3.482,10.8024797439575,45.7407913208008
2019,86,Benin,5.21600008010864,5.368408203125,5.06359195709229,0.366244703531265,0.352428436279297,0.328062951564789,0.405839890241623,0.196670427918434,0.12593187391758,3.44080972671509,10.7973299026489,..
2023,73,Bolivia,5.784,5.895,5.674,1.217,1.179,0.488,0.719,0.1,0.061,2.02,..,92.400520324707
2022,69,Bolivia,5.684,5.797,5.572,1.24,1.187,0.329,0.648,0.103,0.06,2.118,..,91.4673690795898
2021,71,Bolivia,5.6,5.709,5.491,1.256,0.88,0.555,0.627,0.112,0.064,2.107,..,91.4961090087891
2020,70,Bolivia,5.716,5.819,5.613,0.842,0.782,0.486,0.6,0.138,0.064,2.805,..,90.0048294067383
2019,65,Bolivia,5.74749994277954,5.84676504135132,5.64823484420776,0.730976343154907,1.14235055446625,0.662445664405823,0.574464499950409,0.138375073671341,0.0729426369071007,2.42592859268188,..,90.0654907226562
2023,65,Bosnia and Herzegovina,5.877,5.979,5.775,1.465,1.318,0.587,0.621,0.246,0.0,1.64,44.9843902587891,84.2911529541016
2022,71,Bosnia and Herzegovina,5.633,5.775,5.49,1.467,1.361,0.429,0.485,0.247,0.008,1.635,44.6326713562012,85.2915191650391
2021,67,Bosnia and Herzegovina,5.768,5.877,5.659,1.468,1.068,0.665,0.448,0.244,0.006,1.869,43.5776786804199,84.969841003418
2020,65,Bosnia and Herzegovina,5.813,5.911,5.715,1.032,0.919,0.618,0.395,0.261,0.005,2.583,40.8813400268555,85.2992401123047
2019,69,Bosnia and Herzegovina,5.67409992218018,5.76501655578613,5.58318328857422,0.918395459651947,1.20398652553558,0.813928186893463,0.305365741252899,0.264005243778229,0.00117248704191297,2.1672420501709,41.597038269043,85.8158111572266
2023,137,Botswana,3.383,3.558,3.209,1.445,0.969,0.241,0.567,0.014,0.082,0.066,21.7908344268799,..
2022,132,Botswana,3.435,3.702,3.168,1.471,1.041,0.087,0.48,0.021,0.071,0.264,22.3768501281738,..
2021,142,Botswana,3.471,3.667,3.275,1.503,0.815,0.28,0.571,0.012,0.102,0.187,22.9046497344971,70.0183868408203
2020,147,Botswana,3.467,3.611,3.322,1.099,0.724,0.34,0.539,0.027,0.088,0.648,24.0127906799316,..
2019,147,Botswana,3.47889995574951,3.59756374359131,3.36023616790771,0.997548997402191,1.08569478988647,0.494101732969284,0.509089410305023,0.033407486975193,0.101786367595196,0.257240533828735,22.9742908477783,..
2023,44,Brazil,6.272,6.39,6.154,1.43,1.269,0.548,0.685,0.13,0.142,2.068,..,..
2022,49,Brazil,6.125,6.252,5.997,1.454,1.25,0.387,0.558,0.131,0.137,2.205,60.3906211853027,106.031188964844
2021,38,Brazil,6.293,6.384,6.202,1.462,1.044,0.615,0.546,0.131,0.134,2.361,56.8306198120117,106.651901245117
2020,36,Brazil,6.33,6.415,6.245,1.028,0.944,0.571,0.514,0.142,0.117,3.015,54.5727996826172,104.125999450684
2019,32,Brazil,6.37559986114502,6.45554971694946,6.29565000534058,0.952679872512817,1.36346411705017,0.766119062900543,0.483292728662491,0.131674587726593,0.106518603861332,2.57186031341553,52.6240615844727,103.953277587891
2023,81,Bulgaria,5.463,5.569,5.357,1.629,1.469,0.567,0.62,0.083,0.006,1.088,..,..
2022,77,Bulgaria,5.466,5.582,5.35,1.635,1.457,0.408,0.557,0.106,0.013,1.289,84.1293563842773,96.6720733642578
2021,85,Bulgaria,5.371,5.485,5.257,1.625,1.163,0.64,0.563,0.123,0.021,1.235,85.3017501831055,98.7087631225586
2020,89,Bulgaria,5.266,5.371,5.16,1.181,1.055,0.583,0.494,0.125,0.005,1.823,85.5331115722656,101.354942321777
2019,96,Bulgaria,5.10150003433228,5.18817329406738,5.01482677459717,1.04655468463898,1.46057891845703,0.777776896953583,0.417820066213608,0.103833712637424,0.0,1.29496145248413,84.7503128051758,102.656936645508
2023,110,Burkina Faso,4.548,4.686,4.41,0.756,0.685,0.274,0.483,0.173,0.179,1.999,10.1689100265503,30.9303798675537
2022,104,Burkina Faso,4.638,4.819,4.456,0.768,0.814,0.107,0.419,0.188,0.113,2.23,9.73007965087891,33.724910736084
2021,113,Burkina Faso,4.67,4.814,4.527,0.779,0.565,0.32,0.382,0.186,0.126,2.313,9.36093997955322,38.2898712158203
2020,114,Burkina Faso,4.834,4.993,4.675,0.364,0.472,0.179,0.381,0.182,0.122,3.133,7.6837100982666,39.4295806884766
2019,112,Burkina Faso,4.76870012283325,4.89035177230835,4.64704847335815,0.30246764421463,0.929385900497437,0.312833875417709,0.322398155927658,0.186390608549118,0.12640805542469,2.58882641792297,6.93696022033691,40.2732582092285
2020,141,Burundi,3.775,3.985,3.565,0.0,0.062,0.155,0.298,0.172,0.212,2.876,5.22371053695679,46.391471862793
2019,140,Burundi,3.77530002593994,3.98526000976563,3.56534004211426,0.0,0.403575271368027,0.295212835073471,0.275399059057236,0.187401786446571,0.212186828255653,2.40150737762451,4.20048999786377,43.208080291748
2023,119,Cambodia,4.341,4.446,4.236,1.011,1.019,0.442,0.863,0.17,0.071,0.765,17.9681453704834,60.0614252117159
2022,115,Cambodia,4.393,4.508,4.279,1.025,1.024,0.283,0.768,0.176,0.051,1.068,14.9985504150391,58.7424032681922
2021,114,Cambodia,4.64,4.765,4.516,1.019,0.732,0.505,0.74,0.166,0.068,1.41,13.8764019012451,57.9598846864777
2020,115,Cambodia,4.83,4.963,4.698,0.603,0.68,0.426,0.702,0.21,0.061,2.148,14.4409313201904,54.835750579834
2019,106,Cambodia,4.8484001159668,4.96209335327148,4.73470687866211,0.544634938240051,1.07142603397369,0.587904334068298,0.674940347671509,0.233342081308365,0.0728375017642975,1.66330003738403,16.8353996276855,52.3081059868316
2023,104,Cameroon,4.874,4.996,4.753,0.943,0.856,0.288,0.521,0.126,0.06,2.08,15.7919597625732,44.3895797729492
2022,96,Cameroon,4.973,5.112,4.834,0.965,0.871,0.118,0.405,0.144,0.059,2.411,16.1898593902588,45.143669128418
2021,102,Cameroon,5.048,5.188,4.907,0.968,0.672,0.317,0.397,0.152,0.074,2.469,16.9050903320312,45.0281105041504
2020,92,Cameroon,5.142,5.288,4.996,0.543,0.556,0.159,0.425,0.205,0.058,3.195,15.3162603378296,45.259028706221
2019,98,Cameroon,5.08489990234375,5.21680021286011,4.95299959182739,0.50395804643631,0.899726450443268,0.270189553499222,0.439242482185364,0.198020100593567,0.0543934218585491,2.71937084197998,14.8440399169922,44.4228539826159
2023,15,Canada,6.9,6.984,6.815,1.84,1.459,0.701,0.73,0.23,0.368,1.572,..,..
2022,13,Canada,6.961,7.042,6.879,1.881,1.484,0.541,0.656,0.218,0.364,1.815,77.3137588500977,108.613220214844
2021,15,Canada,7.025,7.107,6.943,1.886,1.188,0.783,0.659,0.217,0.368,1.924,77.8022918701172,109.334312438965
2020,15,Canada,7.103,7.185,7.021,1.447,1.044,0.798,0.648,0.246,0.335,2.585,74.1571426391602,110.079071044922
2019,11,Canada,7.23210000991821,7.31129455566406,7.15290546417236,1.30164766311646,1.43539190292358,1.02250194549561,0.644028127193451,0.281528919935226,0.351701855659485,2.1952691078186,72.8150634765625,110.858299255371
2019,149,Central African Republic,3.47589993476868,3.70165848731995,3.25014138221741,0.0410720817744732,0.0,0.0,0.292814463376999,0.253513216972351,0.0282647181302309,2.8601975440979,..,..
2023,113,Chad,4.471,4.63,4.313,0.603,0.805,0.199,0.411,0.218,0.113,2.122,..,25.2421398162842
2022,114,Chad,4.397,4.633,4.16,0.622,0.962,0.043,0.393,0.255,0.088,2.034,..,..
2021,130,Chad,4.251,4.503,3.999,0.662,0.506,0.225,0.18,0.182,0.077,2.419,..,24.0918598175049
2020,129,Chad,4.355,4.54,4.171,0.255,0.353,0.0,0.24,0.215,0.084,3.209,4.53319978713989,..
2019,127,Chad,4.42269992828369,4.57015323638916,4.27524662017822,0.302287489175797,0.739118278026581,0.108744099736214,0.228601768612862,0.210805088281631,0.0857554078102112,2.74742650985718,..,20.9835300445557
2023,38,Chile,6.36,6.448,6.273,1.616,1.369,0.673,0.651,0.117,0.075,1.858,..,..
2022,35,Chile,6.334,6.424,6.243,1.645,1.384,0.511,0.546,0.131,0.076,2.04,99.3372802734375,106.068328857422
2021,44,Chile,6.172,6.262,6.082,1.651,1.08,0.748,0.46,0.124,0.069,2.04,96.2227935791016,106.673522949219
2020,44,Chile,6.172,6.262,6.081,1.2,0.946,0.678,0.438,0.159,0.07,2.682,89.1124877929688,103.691688537598
2019,39,Chile,6.22849988937378,6.31811857223511,6.13888120651245,1.09699249267578,1.32328689098358,0.889260828495026,0.417482227087021,0.155579000711441,0.0628493502736092,2.28301286697388,92.0659713745117,104.405769348145
2023,60,China,5.973,6.061,5.885,1.497,1.239,0.629,0.704,0.132,0.164,1.608,74.823600769043,..
2022,64,China,5.818,5.905,5.731,1.51,1.249,0.468,0.666,0.115,0.145,1.666,71.9815521240234,..
2021,72,China,5.585,5.65,5.52,1.508,0.958,0.705,0.656,0.099,0.142,1.516,67.3876190185547,..
2020,85,China,5.339,5.397,5.281,1.061,0.785,0.665,0.636,0.093,0.117,1.982,62.2367782592773,..
2019,94,China,5.12389993667603,5.17466735839844,5.07313251495361,0.990533411502838,1.13208067417145,0.86724853515625,0.601605117321014,0.079021044075489,0.117255553603172,1.33618187904358,57.2754402160645,..
2023,78,Colombia,5.695,5.806,5.584,1.437,1.241,0.648,0.644,0.072,0.059,1.596,..,..
2022,72,Colombia,5.63,5.747,5.514,1.455,1.213,0.486,0.562,0.08,0.068,1.765,59.2901382446289,101.573776245117
2021,66,Colombia,5.781,5.903,5.659,1.452,0.929,0.72,0.545,0.087,0.077,1.971,58.3159217834473,102.987998962402
2020,53,Colombia,6.012,6.132,5.892,1.021,0.866,0.615,0.554,0.1,0.063,2.794,55.7331085205078,101.499450683594
2019,44,Colombia,6.16340017318726,6.27410268783569,6.05269765853882,0.932203710079193,1.3344509601593,0.81002014875412,0.52689003944397,0.0923740938305855,0.0458483695983887,2.42165660858154,56.6663017272949,101.989349365234
2023,132,Comoros,3.566,3.754,3.378,0.896,0.328,0.37,0.172,0.128,0.16,1.512,..,55.1931973675637
2022,130,Comoros,3.545,3.774,3.317,0.914,0.327,0.215,0.117,0.129,0.145,1.699,..,..
2021,116,Comoros,4.609,4.849,4.368,0.899,0.476,0.424,0.185,0.195,0.125,2.304,..,..
2020,132,Comoros,4.289,4.454,4.123,0.488,0.367,0.279,0.202,0.241,0.101,2.61,..,..
2019,134,Comoros,4.28859996795654,4.45390653610229,4.12329339981079,0.415620774030685,0.723232805728912,0.437383323907852,0.181028231978416,0.258538275957108,0.100048534572124,2.17276906967163,..,..
2023,12,Costa Rica,6.955,7.051,6.86,1.561,1.373,0.661,0.797,0.109,0.123,2.333,..,..
2022,23,Costa Rica,6.609,6.71,6.507,1.587,1.34,0.503,0.683,0.099,0.116,2.281,..,133.159164428711
2021,23,Costa Rica,6.582,6.683,6.481,1.584,1.054,0.744,0.661,0.089,0.102,2.346,..,141.202713012695
2020,17,Costa Rica,7.069,7.179,6.96,1.134,0.966,0.722,0.673,0.105,0.083,3.387,..,135.900039672852
2019,15,Costa Rica,7.12139987945557,7.20923948287964,7.03356027603149,0.981107711791992,1.37485361099243,0.939635336399078,0.645017743110657,0.131266310811043,0.0963620916008949,2.95313501358032,54.7189712524414,137.016326904297
2023,63,Croatia,5.942,6.047,5.837,1.71,1.445,0.637,0.469,0.064,0.043,1.574,..,..
2022,48,Croatia,6.125,6.237,6.013,1.727,1.455,0.475,0.5,0.087,0.003,1.88,80.7626724243164,105.577796936035
2021,47,Croatia,6.125,6.229,6.022,1.705,1.183,0.709,0.535,0.109,0.0,1.884,78.0067901611328,105.876342773438
2020,61,Croatia,5.882,5.975,5.788,1.251,1.039,0.703,0.453,0.111,0.0,2.325,74.738037109375,105.585418701172
2019,79,Croatia,5.50470018386841,5.57875633239746,5.43064403533936,1.10902428627014,1.31126487255096,0.900575578212738,0.381456881761551,0.113998979330063,0.0123250056058168,1.67602920532227,74.0501174926758,105.13597869873
2023,50,Cyprus,6.068,6.182,5.954,1.794,1.217,0.744,0.529,0.124,0.049,1.611,..,..
2022,46,Cyprus,6.13,6.236,6.024,1.824,1.224,0.58,0.455,0.104,0.05,1.893,98.3045806884766,104.005722045898
2021,41,Cyprus,6.221,6.32,6.122,1.815,0.909,0.819,0.448,0.123,0.062,2.044,96.5377883911133,102.499496459961
2020,40,Cyprus,6.223,6.319,6.128,1.377,0.765,0.801,0.464,0.178,0.061,2.578,92.9377593994141,101.427406311035
2019,45,Cyprus,6.15899991989136,6.25818777084351,6.05981206893921,1.21279942989349,1.14917075634003,1.02612459659576,0.459385871887207,0.227932333946228,0.0512071438133717,2.03233480453491,88.4853286743164,100.850433349609
2023,18,Czechia,6.822,6.903,6.741,1.783,1.511,0.638,0.787,0.177,0.068,1.858,..,..
2022,18,Czechia,6.845,6.931,6.759,1.823,1.544,0.477,0.693,0.158,0.05,2.099,70.8145904541016,102.935562133789
2021,18,Czechia,6.92,7.029,6.811,1.815,1.26,0.715,0.66,0.158,0.048,2.263,69.8369293212891,102.089942932129
2020,19,Czechia,6.965,7.062,6.868,1.37,1.09,0.703,0.58,0.052,0.046,3.124,67.1843719482422,99.3292617797852
2019,19,Czechia,6.9109001159668,6.99496698379517,6.82683324813843,1.21232235431671,1.40528666973114,0.89456444978714,0.505744576454163,0.0463259294629097,0.0498032234609127,2.79680824279785,66.8802185058594,100.21556854248
2023,2,Denmark,7.583,7.665,7.5,1.908,1.52,0.699,0.823,0.204,0.548,1.881,..,..
